"Original.code";"Original.title";"Action";"Text.change";"Current.code";"Current.title"
"440";14.08;"Civil Engineering.";"No substantive changes";"No";14.08;"Civil Engineering. "
"441";14.0801;"Civil Engineering, General.";"No substantive changes";"No";14.0801;"Civil Engineering, General. "
"442";14.0802;"Geotechnical Engineering.";"No substantive changes";"Yes";14.0802;"Geotechnical and Geoenvironmental Engineering. "
"443";14.0803;"Structural Engineering.";"No substantive changes";"No";14.0803;"Structural Engineering. "
"444";14.0804;"Transportation and Highway Engineering.";"No substantive changes";"No";14.0804;"Transportation and Highway Engineering. "
"445";14.0805;"Water Resources Engineering.";"No substantive changes";"No";14.0805;"Water Resources Engineering. "
"446";14.0899;"Civil Engineering, Other.";"No substantive changes";"No";14.0899;"Civil Engineering, Other. "
"447";14.09;"Computer Engineering, General.";"No substantive changes";"No";14.09;"Computer Engineering. "
"448";14.0901;"Computer Engineering, General.";"No substantive changes";"No";14.0901;"Computer Engineering, General. "
"449";14.0902;"Computer Hardware Engineering.";"No substantive changes";"No";14.0902;"Computer Hardware Engineering. "
"450";14.0903;"Computer Software Engineering.";"No substantive changes";"No";14.0903;"Computer Software Engineering. "
"451";14.0999;"Computer Engineering, Other.";"No substantive changes";"No";14.0999;"Computer Engineering, Other. "
"452";14.1;"Electrical, Electronics and Communications Engineering.";"No substantive changes";"No";14.1;"Electrical, Electronics and Communications Engineering. "
"453";14.1001;"Electrical, Electronics and Communications Engineering.";"No substantive changes";"Yes";14.1001;"Electrical and Electronics Engineering "
"454";NA;"";"New";"No";14.1003;"Laser and Optical Engineering. "
"455";NA;"";"New";"No";14.1004;"Telecommunications Engineering. "
"456";NA;"";"New";"No";14.1099;"Electrical, Electronics and Communications Engineering, Other. "
"457";14.11;"Engineering Mechanics.";"No substantive changes";"No";14.11;"Engineering Mechanics. "
"458";14.1101;"Engineering Mechanics.";"No substantive changes";"No";14.1101;"Engineering Mechanics. "
"459";14.12;"Engineering Physics.";"No substantive changes";"No";14.12;"Engineering Physics. "
"460";14.1201;"Engineering Physics.";"No substantive changes";"Yes";14.1201;"Engineering Physics/Applied Physics. "
"461";14.13;"Engineering Science.";"No substantive changes";"No";14.13;"Engineering Science. "
"462";14.1301;"Engineering Science.";"No substantive changes";"No";14.1301;"Engineering Science. "
"463";14.14;"Environmental/Environmental Health Engineering.";"No substantive changes";"No";14.14;"Environmental/Environmental Health Engineering. "
"464";14.1401;"Environmental/Environmental Health Engineering.";"No substantive changes";"No";14.1401;"Environmental/Environmental Health Engineering. "
"465";14.18;"Materials Engineering";"No substantive changes";"No";14.18;"Materials Engineering "
"466";14.1801;"Materials Engineering.";"No substantive changes";"No";14.1801;"Materials Engineering. "
"467";14.19;"Mechanical Engineering.";"No substantive changes";"No";14.19;"Mechanical Engineering. "
"468";14.1901;"Mechanical Engineering.";"No substantive changes";"No";14.1901;"Mechanical Engineering. "
"469";14.2;"Metallurgical Engineering.";"No substantive changes";"No";14.2;"Metallurgical Engineering. "
"470";14.2001;"Metallurgical Engineering.";"No substantive changes";"No";14.2001;"Metallurgical Engineering. "
"471";14.21;"Mining and Mineral Engineering.";"No substantive changes";"No";14.21;"Mining and Mineral Engineering. "
"472";14.2101;"Mining and Mineral Engineering.";"No substantive changes";"No";14.2101;"Mining and Mineral Engineering. "
"473";14.22;"Naval Architecture and Marine Engineering.";"No substantive changes";"No";14.22;"Naval Architecture and Marine Engineering. "
"474";14.2201;"Naval Architecture and Marine Engineering.";"No substantive changes";"No";14.2201;"Naval Architecture and Marine Engineering. "
"475";14.23;"Nuclear Engineering.";"No substantive changes";"No";14.23;"Nuclear Engineering. "
"476";14.2301;"Nuclear Engineering.";"No substantive changes";"No";14.2301;"Nuclear Engineering. "
"477";14.24;"Ocean Engineering.";"No substantive changes";"No";14.24;"Ocean Engineering. "
"478";14.2401;"Ocean Engineering.";"No substantive changes";"No";14.2401;"Ocean Engineering. "
"479";14.25;"Petroleum Engineering.";"No substantive changes";"No";14.25;"Petroleum Engineering. "
"480";14.2501;"Petroleum Engineering.";"No substantive changes";"No";14.2501;"Petroleum Engineering. "
"481";14.27;"Systems Engineering.";"No substantive changes";"No";14.27;"Systems Engineering. "
"482";14.2701;"Systems Engineering.";"No substantive changes";"No";14.2701;"Systems Engineering. "
"483";14.28;"Textile Sciences and Engineering.";"No substantive changes";"No";14.28;"Textile Sciences and Engineering. "
"484";14.2801;"Textile Sciences and Engineering.";"No substantive changes";"No";14.2801;"Textile Sciences and Engineering. "
"485";14.31;"Materials Science.";"Moved to";"No";40.1;"Materials Sciences. "
"486";14.3101;"Materials Science.";"Moved to";"No";40.1001;"Materials Science. "
"487";14.32;"Polymer/Plastics Engineering.";"No substantive changes";"No";14.32;"Polymer/Plastics Engineering. "
"488";14.3201;"Polymer/Plastics Engineering.";"No substantive changes";"No";14.3201;"Polymer/Plastics Engineering. "
"489";14.33;"Construction Engineering.";"No substantive changes";"No";14.33;"Construction Engineering. "
"490";14.3301;"Construction Engineering.";"No substantive changes";"No";14.3301;"Construction Engineering. "
"491";14.34;"Forest Engineering.";"No substantive changes";"No";14.34;"Forest Engineering. "
"492";14.3401;"Forest Engineering.";"No substantive changes";"No";14.3401;"Forest Engineering. "
"493";14.35;"Industrial Engineering.";"No substantive changes";"No";14.35;"Industrial Engineering. "
"494";14.3501;"Industrial Engineering.";"No substantive changes";"No";14.3501;"Industrial Engineering. "
"495";14.36;"Manufacturing Engineering.";"No substantive changes";"No";14.36;"Manufacturing Engineering. "
"496";14.3601;"Manufacturing Engineering.";"No substantive changes";"No";14.3601;"Manufacturing Engineering. "
"497";14.37;"Operations Research.";"No substantive changes";"No";14.37;"Operations Research. "
"498";14.3701;"Operations Research.";"No substantive changes";"No";14.3701;"Operations Research. "
"499";14.38;"Surveying Engineering.";"No substantive changes";"No";14.38;"Surveying Engineering. "
"500";14.3801;"Surveying Engineering.";"No substantive changes";"No";14.3801;"Surveying Engineering. "
"501";14.39;"Geological/Geophysical Engineering.";"No substantive changes";"No";14.39;"Geological/Geophysical Engineering. "
"502";14.3901;"Geological/Geophysical Engineering.";"No substantive changes";"No";14.3901;"Geological/Geophysical Engineering. "
"503";NA;"";"New";"No";14.4;"Paper Science and Engineering. "
"504";NA;"";"New";"No";14.4001;"Paper Science and Engineering. "
"505";NA;"";"New";"No";14.41;"Electromechanical Engineering. "
"506";NA;"";"New";"No";14.4101;"Electromechanical Engineering. "
"507";NA;"";"New";"No";14.42;"Mechatronics, Robotics, and Automation Engineering. "
"508";NA;"";"New";"No";14.4201;"Mechatronics, Robotics, and Automation Engineering. "
"509";NA;"";"New";"No";14.43;"Biochemical Engineering. "
"510";NA;"";"New";"No";14.4301;"Biochemical Engineering. "
"511";NA;"";"New";"No";14.44;"Engineering Chemistry. "
"512";NA;"";"New";"No";14.4401;"Engineering Chemistry. "
"513";NA;"";"New";"No";14.45;"Biological/Biosystems Engineering. "
"514";NA;"";"New";"No";14.4501;"Biological/Biosystems Engineering. "
"515";14.99;"Engineering, Other.";"No substantive changes";"No";14.99;"Engineering, Other. "
"516";14.9999;"Engineering, Other.";"No substantive changes";"No";14.9999;"Engineering, Other. "
"517";15;"ENGINEERING TECHNOLOGIES/TECHNICIANS.";"No substantive changes";"Yes";15;"ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS. "
"518";15;"Engineering Technology, General.";"No substantive changes";"No";15;"Engineering Technology, General. "
"519";15;"Engineering Technology, General.";"No substantive changes";"No";15;"Engineering Technology, General. "
"520";15.01;"Architectural Engineering Technologies/Technicians.";"No substantive changes";"No";15.01;"Architectural Engineering Technologies/Technicians. "
"521";15.0101;"Architectural Engineering Technology/Technician.";"No substantive changes";"No";15.0101;"Architectural Engineering Technology/Technician. "
"522";15.02;"Civil Engineering Technologies/Technicians.";"No substantive changes";"No";15.02;"Civil Engineering Technologies/Technicians. "
"523";15.0201;"Civil Engineering Technology/Technician.";"No substantive changes";"No";15.0201;"Civil Engineering Technology/Technician. "
"524";15.03;"Electrical Engineering Technologies/Technicians.";"No substantive changes";"No";15.03;"Electrical Engineering Technologies/Technicians. "
"525";15.0303;"Electrical, Electronic and Communications Engineering Technology/Technician.";"No substantive changes";"No";15.0303;"Electrical, Electronic and Communications Engineering Technology/Technician. "
"526";15.0304;"Laser and Optical Technology/Technician.";"No substantive changes";"No";15.0304;"Laser and Optical Technology/Technician. "
"527";15.0305;"Telecommunications Technology/Technician.";"No substantive changes";"No";15.0305;"Telecommunications Technology/Technician. "
"528";NA;"";"New";"No";15.0306;"Integrated Circuit Design. "
"529";15.0399;"Electrical and Electronic Engineering Technologies/Technicians, Other.";"No substantive changes";"No";15.0399;"Electrical and Electronic Engineering Technologies/Technicians, Other. "
"530";15.04;"Electromechanical Instrumentation and Maintenance Technologies/Technicians.";"No substantive changes";"No";15.04;"Electromechanical Instrumentation and Maintenance Technologies/Technicians. "
"531";15.0401;"Biomedical Technology/Technician.";"No substantive changes";"No";15.0401;"Biomedical Technology/Technician. "
"532";15.0403;"Electromechanical Technology/Electromechanical Engineering Technology.";"No substantive changes";"No";15.0403;"Electromechanical Technology/Electromechanical Engineering Technology. "
"533";15.0404;"Instrumentation Technology/Technician.";"No substantive changes";"No";15.0404;"Instrumentation Technology/Technician. "
"534";15.0405;"Robotics Technology/Technician.";"No substantive changes";"No";15.0405;"Robotics Technology/Technician. "
"535";NA;"";"New";"No";15.0406;"Automation Engineer Technology/Technician. "
"536";15.0499;"Electromechanical and Instrumentation and Maintenance Technologies/Technicians, Other.";"No substantive changes";"No";15.0499;"Electromechanical and Instrumentation and Maintenance Technologies/Technicians, Other. "
"537";15.05;"Environmental Control Technologies/Technicians.";"No substantive changes";"No";15.05;"Environmental Control Technologies/Technicians. "
"538";15.0501;"Heating, Air Conditioning and Refrigeration Technology/Technician (ACH/ACR/ACHR/HRAC/HVAC/AC Technology).";"No substantive changes";"Yes";15.0501;"Heating, Ventilation, Air Conditioning and Refrigeration Engineering Technology/Technician. "
"539";15.0503;"Energy Management and Systems Technology/Technician.";"No substantive changes";"No";15.0503;"Energy Management and Systems Technology/Technician. "
"540";15.0505;"Solar Energy Technology/Technician.";"No substantive changes";"No";15.0505;"Solar Energy Technology/Technician. "
"541";15.0506;"Water Quality and Wastewater Treatment Management and Recycling Technology/Technician.";"No substantive changes";"No";15.0506;"Water Quality and Wastewater Treatment Management and Recycling Technology/Technician. "
"542";15.0507;"Environmental Engineering Technology/Environmental Technology.";"No substantive changes";"No";15.0507;"Environmental Engineering Technology/Environmental Technology. "
"543";15.0508;"Hazardous Materials Management and Waste Technology/Technician.";"No substantive changes";"No";15.0508;"Hazardous Materials Management and Waste Technology/Technician. "
"544";15.0599;"Environmental Control Technologies/Technicians, Other.";"No substantive changes";"No";15.0599;"Environmental Control Technologies/Technicians, Other. "
"545";15.06;"Industrial Production Technologies/Technicians.";"No substantive changes";"No";15.06;"Industrial Production Technologies/Technicians. "
"546";15.0607;"Plastics Engineering Technology/Technician.";"No substantive changes";"Yes";15.0607;"Plastics and Polymer Engineering Technology/Technician. "
"547";15.0611;"Metallurgical Technology/Technician.";"No substantive changes";"No";15.0611;"Metallurgical Technology/Technician. "
"548";15.0612;"Industrial Technology/Technician.";"No substantive changes";"No";15.0612;"Industrial Technology/Technician. "
"549";15.0613;"Manufacturing Technology/Technician.";"No substantive changes";"Yes";15.0613;"Manufacturing Engineering Technology/Technician. "
"550";NA;"";"New";"No";15.0614;"Welding Engineering Technology/Technician. "
"551";NA;"";"New";"No";15.0615;"Chemical Engineering Technology/Technician. "
"552";NA;"";"New";"No";15.0616;"Semiconductor Manufacturing Technology. "
"553";15.0699;"Industrial Production Technologies/Technicians, Other.";"No substantive changes";"No";15.0699;"Industrial Production Technologies/Technicians, Other. "
"554";15.07;"Quality Control and Safety Technologies/Technicians.";"No substantive changes";"No";15.07;"Quality Control and Safety Technologies/Technicians. "
"555";15.0701;"Occupational Safety and Health Technology/Technician.";"No substantive changes";"No";15.0701;"Occupational Safety and Health Technology/Technician. "
"556";15.0702;"Quality Control Technology/Technician.";"No substantive changes";"No";15.0702;"Quality Control Technology/Technician. "
"557";15.0703;"Industrial Safety Technology/Technician.";"No substantive changes";"No";15.0703;"Industrial Safety Technology/Technician. "
"558";15.0704;"Hazardous Materials Information Systems Technology/Technician.";"No substantive changes";"No";15.0704;"Hazardous Materials Information Systems Technology/Technician. "
"559";15.0799;"Quality Control and Safety Technologies/Technicians, Other.";"No substantive changes";"No";15.0799;"Quality Control and Safety Technologies/Technicians, Other. "
"560";15.08;"Mechanical Engineering Related Technologies/Technicians.";"No substantive changes";"No";15.08;"Mechanical Engineering Related Technologies/Technicians. "
"561";15.0801;"Aeronautical/Aerospace Engineering Technology/Technician.";"No substantive changes";"No";15.0801;"Aeronautical/Aerospace Engineering Technology/Technician. "
"562";15.0803;"Automotive Engineering Technology/Technician.";"No substantive changes";"No";15.0803;"Automotive Engineering Technology/Technician. "
"563";15.0805;"Mechanical Engineering/Mechanical Technology/Technician.";"No substantive changes";"No";15.0805;"Mechanical Engineering/Mechanical Technology/Technician. "
"564";15.0899;"Mechanical Engineering Related Technologies/Technicians, Other.";"No substantive changes";"No";15.0899;"Mechanical Engineering Related Technologies/Technicians, Other. "
"565";15.09;"Mining and Petroleum Technologies/Technicians.";"No substantive changes";"No";15.09;"Mining and Petroleum Technologies/Technicians. "
"566";15.0901;"Mining Technology/Technician.";"No substantive changes";"No";15.0901;"Mining Technology/Technician. "
"567";15.0903;"Petroleum Technology/Technician.";"No substantive changes";"No";15.0903;"Petroleum Technology/Technician. "
"568";15.0999;"Mining and Petroleum Technologies/Technicians, Other.";"No substantive changes";"No";15.0999;"Mining and Petroleum Technologies/Technicians, Other. "
"569";15.1;"Construction Engineering Technologies.";"No substantive changes";"No";15.1;"Construction Engineering Technologies. "
"570";15.1001;"Construction Engineering Technology/Technician.";"No substantive changes";"No";15.1001;"Construction Engineering Technology/Technician. "
"571";15.11;"Engineering-Related Technologies.";"No substantive changes";"No";15.11;"Engineering-Related Technologies. "
"572";15.1102;"Surveying Technology/Surveying.";"No substantive changes";"No";15.1102;"Surveying Technology/Surveying. "
"573";15.1103;"Hydraulics and Fluid Power Technology/Technician.";"No substantive changes";"No";15.1103;"Hydraulics and Fluid Power Technology/Technician. "
"574";15.1199;"Engineering-Related Technologies, Other.";"No substantive changes";"No";15.1199;"Engineering-Related Technologies, Other. "
"575";15.12;"Computer Engineering Technologies/Technicians.";"No substantive changes";"No";15.12;"Computer Engineering Technologies/Technicians. "
"576";15.1201;"Computer Engineering Technology/Technician.";"No substantive changes";"No";15.1201;"Computer Engineering Technology/Technician. "
"577";15.1202;"Computer Technology/Computer Systems Technology.";"No substantive changes";"No";15.1202;"Computer Technology/Computer Systems Technology. "
"578";15.1203;"Computer Hardware Technology/Technician.";"No substantive changes";"No";15.1203;"Computer Hardware Technology/Technician. "
"579";15.1204;"Computer Software Technology/Technician.";"No substantive changes";"No";15.1204;"Computer Software Technology/Technician. "
"580";15.1299;"Computer Engineering Technologies/Technicians, Other.";"No substantive changes";"No";15.1299;"Computer Engineering Technologies/Technicians, Other. "
"581";15.13;"Drafting/Design Engineering Technologies/Technicians.";"No substantive changes";"No";15.13;"Drafting/Design Engineering Technologies/Technicians. "
"582";15.1301;"Drafting and Design Technology/Technician, General.";"No substantive changes";"No";15.1301;"Drafting and Design Technology/Technician, General. "
"583";15.1302;"CAD/CADD Drafting and/or Design Technology/Technician.";"No substantive changes";"No";15.1302;"CAD/CADD Drafting and/or Design Technology/Technician. "
"584";15.1303;"Architectural Drafting and Architectural CAD/CADD.";"No substantive changes";"No";15.1303;"Architectural Drafting and Architectural CAD/CADD. "
"585";15.1304;"Civil Drafting and Civil Engineering CAD/CADD.";"No substantive changes";"No";15.1304;"Civil Drafting and Civil Engineering CAD/CADD. "
"586";15.1305;"Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD.";"No substantive changes";"No";15.1305;"Electrical/Electronics Drafting and Electrical/Electronics CAD/CADD. "
"587";15.1306;"Mechanical Drafting and Mechanical Drafting CAD/CADD.";"No substantive changes";"No";15.1306;"Mechanical Drafting and Mechanical Drafting CAD/CADD. "
"588";15.1399;"Drafting/Design Engineering Technologies/Technicians, Other.";"No substantive changes";"No";15.1399;"Drafting/Design Engineering Technologies/Technicians, Other. "
"589";15.14;"Nuclear Engineering Technologies/Technicians.";"No substantive changes";"No";15.14;"Nuclear Engineering Technologies/Technicians. "
"590";15.1401;"Nuclear Engineering Technology/Technician.";"No substantive changes";"No";15.1401;"Nuclear Engineering Technology/Technician. "
"591";15.15;"Engineering-Related Fields.";"No substantive changes";"No";15.15;"Engineering-Related Fields. "
"592";15.1501;"Engineering/Industrial Management.";"No substantive changes";"No";15.1501;"Engineering/Industrial Management. "
"593";NA;"";"New";"No";15.1502;"Engineering Design. "
"594";NA;"";"New";"No";15.1503;"Packaging Science. "
"595";NA;"";"New";"No";15.1599;"Engineering-Related Fields, Other. "
"596";NA;"";"New";"No";15.16;"Nanotechnology. "
"597";NA;"";"New";"No";15.1601;"Nanotechnology. "
"598";15.99;"Engineering Technologies/Technicians, Other.";"No substantive changes";"No";15.99;"Engineering Technologies/Technicians, Other. "
"599";15.9999;"Engineering Technologies/Technicians, Other.";"No substantive changes";"Yes";15.9999;"Engineering Technologies and Engineering-Related Fields, Other. "
"600";16;"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.";"No substantive changes";"No";16;"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS. "
"601";16.01;"Linguistic, Comparative, and Related Language Studies and Services.";"No substantive changes";"No";16.01;"Linguistic, Comparative, and Related Language Studies and Services. "
"602";16.0101;"Foreign Languages and Literatures, General.";"No substantive changes";"No";16.0101;"Foreign Languages and Literatures, General. "
"603";16.0102;"Linguistics.";"No substantive changes";"No";16.0102;"Linguistics. "
"604";16.0103;"Language Interpretation and Translation.";"No substantive changes";"No";16.0103;"Language Interpretation and Translation. "
"605";16.0104;"Comparative Literature.";"No substantive changes";"No";16.0104;"Comparative Literature. "
"606";NA;"";"New";"No";16.0105;"Applied Linguistics. "
"607";16.0199;"Linguistic, Comparative, and Related Language Studies and Services, Other.";"No substantive changes";"No";16.0199;"Linguistic, Comparative, and Related Language Studies and Services, Other. "
"608";16.02;"African Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.02;"African Languages, Literatures, and Linguistics. "
"609";16.0201;"African Languages, Literatures, and Linguistics.";"No substantive changes";"Yes";16.0201;"African Languages, Literatures, and Linguistics. "
"610";16.03;"East Asian Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.03;"East Asian Languages, Literatures, and Linguistics. "
"611";16.03;"East Asian Languages, Literatures, and Linguistics, General.";"No substantive changes";"Yes";16.03;"East Asian Languages, Literatures, and Linguistics, General. "
"612";16.0301;"Chinese Language and Literature.";"No substantive changes";"No";16.0301;"Chinese Language and Literature. "
"613";16.0302;"Japanese Language and Literature.";"No substantive changes";"No";16.0302;"Japanese Language and Literature. "
"614";16.0303;"Korean Language and Literature.";"No substantive changes";"No";16.0303;"Korean Language and Literature. "
"615";16.0304;"Tibetan Language and Literature.";"No substantive changes";"No";16.0304;"Tibetan Language and Literature. "
"616";16.0399;"East Asian Languages, Literatures, and Linguistics, Other.";"No substantive changes";"No";16.0399;"East Asian Languages, Literatures, and Linguistics, Other. "
"617";16.04;"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.04;"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics. "
"618";16.04;"Slavic Languages, Literatures, and Linguistics, General.";"No substantive changes";"No";16.04;"Slavic Languages, Literatures, and Linguistics, General. "
"619";16.0401;"Baltic Languages, Literatures, and Linguistics.";"No substantive changes";"Yes";16.0401;"Baltic Languages, Literatures, and Linguistics. "
"620";16.0402;"Russian Language and Literature.";"No substantive changes";"No";16.0402;"Russian Language and Literature. "
"621";16.0404;"Albanian Language and Literature.";"No substantive changes";"No";16.0404;"Albanian Language and Literature. "
"622";16.0405;"Bulgarian Language and Literature.";"No substantive changes";"No";16.0405;"Bulgarian Language and Literature. "
"623";16.0406;"Czech Language and Literature.";"No substantive changes";"No";16.0406;"Czech Language and Literature. "
"624";16.0407;"Polish Language and Literature.";"No substantive changes";"No";16.0407;"Polish Language and Literature. "
"625";16.0408;"Serbian, Croatian, and Serbo-Croatian Languages and Literatures.";"No substantive changes";"Yes";16.0408;"Bosnian, Serbian, and Croatian Languages and Literatures. "
"626";16.0409;"Slovak Language and Literature.";"No substantive changes";"No";16.0409;"Slovak Language and Literature. "
"627";16.041;"Ukrainian Language and Literature.";"No substantive changes";"No";16.041;"Ukrainian Language and Literature. "
"628";16.0499;"Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other.";"No substantive changes";"No";16.0499;"Slavic, Baltic, and Albanian Languages, Literatures, and Linguistics, Other. "
"629";16.05;"Germanic Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.05;"Germanic Languages, Literatures, and Linguistics. "
"630";16.05;"Germanic Languages, Literatures, and Linguistics, General.";"No substantive changes";"No";16.05;"Germanic Languages, Literatures, and Linguistics, General. "
"631";16.0501;"German Language and Literature.";"No substantive changes";"Yes";16.0501;"German Language and Literature. "
"632";16.0502;"Scandinavian Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.0502;"Scandinavian Languages, Literatures, and Linguistics. "
"633";16.0503;"Danish Language and Literature.";"No substantive changes";"Yes";16.0503;"Danish Language and Literature. "
"634";16.0504;"Dutch/Flemish Language and Literature.";"No substantive changes";"Yes";16.0504;"Dutch/Flemish Language and Literature. "
"635";16.0505;"Norwegian Language and Literature.";"No substantive changes";"No";16.0505;"Norwegian Language and Literature. "
"636";16.0506;"Swedish Language and Literature.";"No substantive changes";"Yes";16.0506;"Swedish Language and Literature. "
"637";16.0599;"Germanic Languages, Literatures, and Linguistics, Other.";"No substantive changes";"No";16.0599;"Germanic Languages, Literatures, and Linguistics, Other. "
"638";16.06;"Modern Greek Language and Literature.";"No substantive changes";"No";16.06;"Modern Greek Language and Literature. "
"639";16.0601;"Modern Greek Language and Literature.";"No substantive changes";"No";16.0601;"Modern Greek Language and Literature. "
"640";16.07;"South Asian Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.07;"South Asian Languages, Literatures, and Linguistics. "
"641";16.07;"South Asian Languages, Literatures, and Linguistics, General.";"No substantive changes";"No";16.07;"South Asian Languages, Literatures, and Linguistics, General. "
"642";16.0701;"Hindi Language and Literature.";"No substantive changes";"Yes";16.0701;"Hindi Language and Literature. "
"643";16.0702;"Sanskrit and Classical Indian Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.0702;"Sanskrit and Classical Indian Languages, Literatures, and Linguistics. "
"644";16.0704;"Bengali Language and Literature.";"No substantive changes";"No";16.0704;"Bengali Language and Literature. "
"645";16.0705;"Punjabi Language and Literature.";"No substantive changes";"No";16.0705;"Punjabi Language and Literature. "
"646";16.0706;"Tamil Language and Literature.";"No substantive changes";"No";16.0706;"Tamil Language and Literature. "
"647";16.0707;"Urdu Language and Literature.";"No substantive changes";"No";16.0707;"Urdu Language and Literature. "
"648";16.0799;"South Asian Languages, Literatures, and Linguistics, Other.";"No substantive changes";"No";16.0799;"South Asian Languages, Literatures, and Linguistics, Other. "
"649";16.08;"Iranian/Persian Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.08;"Iranian/Persian Languages, Literatures, and Linguistics. "
"650";16.0801;"Iranian/Persian Languages, Literatures, and Linguistics.";"No substantive changes";"Yes";16.0801;"Iranian Languages, Literatures, and Linguistics. "
"651";16.09;"Romance Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.09;"Romance Languages, Literatures, and Linguistics. "
"652";16.09;"Romance Languages, Literatures, and Linguistics, General.";"No substantive changes";"No";16.09;"Romance Languages, Literatures, and Linguistics, General. "
"653";16.0901;"French Language and Literature.";"No substantive changes";"No";16.0901;"French Language and Literature. "
"654";16.0902;"Italian Language and Literature.";"No substantive changes";"No";16.0902;"Italian Language and Literature. "
"655";16.0904;"Portuguese Language and Literature.";"No substantive changes";"No";16.0904;"Portuguese Language and Literature. "
"656";16.0905;"Spanish Language and Literature.";"No substantive changes";"No";16.0905;"Spanish Language and Literature. "
"657";16.0906;"Romanian Language and Literature.";"No substantive changes";"No";16.0906;"Romanian Language and Literature. "
"658";16.0907;"Catalan Language and Literature.";"No substantive changes";"No";16.0907;"Catalan Language and Literature. "
"659";NA;"";"New";"No";16.0908;"Hispanic and Latin American Languages, Literatures, and Linguistics, General. "
"660";16.0999;"Romance Languages, Literatures, and Linguistics, Other.";"No substantive changes";"No";16.0999;"Romance Languages, Literatures, and Linguistics, Other. "
"661";16.1;"American Indian/Native American Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.1;"American Indian/Native American Languages, Literatures, and Linguistics. "
"662";16.1001;"American Indian/Native American Languages, Literatures, and Linguistics.";"No substantive changes";"Yes";16.1001;"American Indian/Native American Languages, Literatures, and Linguistics. "
"663";16.11;"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.11;"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics. "
"664";16.11;"Semitic Languages, Literatures, and Linguistics, General.";"No substantive changes";"Yes";16.11;"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, General. "
"665";16.1101;"Arabic Language and Literature.";"No substantive changes";"Yes";16.1101;"Arabic Language and Literature. "
"666";16.1102;"Hebrew Language and Literature.";"No substantive changes";"Yes";16.1102;"Hebrew Language and Literature. "
"667";16.1103;"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics.";"No substantive changes";"Yes";16.1103;"Ancient Near Eastern and Biblical Languages, Literatures, and Linguistics. "
"668";16.1199;"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other.";"No substantive changes";"No";16.1199;"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics, Other. "
"669";16.12;"Classics and Classical Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.12;"Classics and Classical Languages, Literatures, and Linguistics. "
"670";16.12;"Classics and Classical Languages, Literatures, and Linguistics, General.";"No substantive changes";"No";16.12;"Classics and Classical Languages, Literatures, and Linguistics, General. "
"671";16.1202;"Ancient/Classical Greek Language and Literature.";"No substantive changes";"No";16.1202;"Ancient/Classical Greek Language and Literature. "
"672";16.1203;"Latin Language and Literature.";"No substantive changes";"No";16.1203;"Latin Language and Literature. "
"673";16.1299;"Classics and Classical Languages, Literatures, and Linguistics, Other.";"No substantive changes";"No";16.1299;"Classics and Classical Languages, Literatures, and Linguistics, Other. "
"674";16.13;"Celtic Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.13;"Celtic Languages, Literatures, and Linguistics. "
"675";16.1301;"Celtic Languages, Literatures, and Linguistics.";"No substantive changes";"Yes";16.1301;"Celtic Languages, Literatures, and Linguistics. "
"676";16.14;"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.";"No substantive changes";"No";16.14;"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics. "
"677";16.14;"Southeast Asian Languages, Literatures, and Linguistics, General.";"No substantive changes";"Yes";16.14;"Southeast Asian Languages, Literatures, and Linguistics, General. "
"678";16.1401;"Australian/Oceanic/Pacific Languages, Literatures, and Linguistics.";"No substantive changes";"Yes";16.1401;"Australian/Oceanic/Pacific Languages, Literatures, and Linguistics. "
"679";16.1402;"Bahasa Indonesian/Bahasa Malay Languages and Literatures.";"No substantive changes";"Yes";16.1402;"Indonesian/Malay Languages and Literatures. "
"680";16.1403;"Burmese Language and Literature.";"No substantive changes";"No";16.1403;"Burmese Language and Literature. "
